,words,count
10154,नागरिकसरह,4
10155,चाहिदैन,4
10156,नलाग्ला,4
10157,कोटि,4
10158,बसेरै,4
10159,मल्ल,4
10160,नपाउनु,4
10161,परिवारबाट,4
10162,कमाइ,4
10163,संस्थाहरुको,4
10164,मार्केट,4
10165,परीक्षाफल,4
10166,महिलाहरू,4
10167,पठाइसकेको,4
10168,प्,4
10169,अन्तरकृया,4
10170,वैशाखदेखि,4
10171,उहिले,4
10172,बँच्न,4
10173,उहानमा,4
10174,अन्त्यका,4
10175,सट्टामा,4
10176,ट्युसन,4
10177,नोटिस,4
10178,रोक्का,4
10179,यूनिभर्सिटीको,4
10180,सुर्तीजन्य,4
10181,बन्,4
10182,डिसेम्बरदेखि,4
10183,ट्रायलका,4
10184,नदेखिए,4
10185,चिनफिङले,4
10186,पदीय,4
10187,डन,4
10188,पूर्वीय,4
10189,सांसदहरुको,4
10190,असारमा,4
10191,उड्ने,4
10192,संक्रमणकाल,4
10193,संग्रहालय,4
10194,हुम्ला,4
10195,चेन्जर,4
10196,गरिदैं,4
10197,प्रभावकारिताबारे,4
10198,अछुत,4
10199,दिएन,4
10200,सोसाइटीले,4
10201,सहयोगस्वरूप,4
10202,रेडक्रसले,4
10203,पुस्तकालय,4
10204,इमेल,4
10205,निरन्तरताका,4
10206,महीनों,4
10207,बैंकहरूले,4
10208,कार्यढाँचा,4
10209,शिर्ष,4
10210,विकल्पको,4
10211,मन्त्रीपरिषदको,4
10212,पहललाई,4
10213,दिप्रुङ,4
10214,मामला,4
10215,दाहाललाई,4
10216,कतिजना,4
10217,वृद्धिले,4
10218,नमरी,4
10219,हामीबीच,4
10220,मन्छे,4
10221,रहेछन,4
10222,निशानामा,4
10223,कम्पनीहरु,4
10224,प्रतिसत,4
10225,मध्यरातदेखि,4
10226,एकअर्कालाई,4
10227,ठिक्क,4
10228,कुराकानीको,4
10229,स्वास्थ्यकर्मीहरूको,4
10230,नागरिकप्रतिको,4
10231,चाडपर्वका,4
10232,जुनियर,4
10233,अभियान्ता,4
10234,उदांगो,4
10235,परिबार,4
10236,तोड्यो,4
10237,सुनकोशी,4
10238,धकेलियो,4
10239,विज्ञानलाई,4
10240,निरुत्साहित,4
10241,सुनचाँदी,4
10242,क्रुर,4
10243,टेक्सस,4
10244,जयनेपाल,4
10245,बकर,4
10246,ढाकामा,4
10247,आवको,4
10248,करोडौ,4
10249,प्रि,4
10250,स्तरमै,4
10251,परिमाण,4
10252,परामर्शको,4
10253,परामर्शका,4
10254,थर्ड,4
10255,भाइको,4
10256,आउनुहोस्,4
10257,रोगभन्दा,4
10258,आशामा,4
10259,टेकले,4
10260,संयुक्तरुपमा,4
10261,लिइएका,4
10262,क्रेडिट,4
10263,लोभी,4
10264,गएपनि,4
10265,अफ्रिका,4
10266,स्काउटले,4
10267,गोपाल,4
10268,टोलीलाई,4
10269,फर्मास्युटिकल,4
10270,लाग्नबाट,4
10271,कम्पनीहरू,4
10272,कार्यक्रमअन्तर्गत,4
10273,फैलाउदै,4
10274,रहेपनि,4
10275,दार्चुला,4
10276,बिरामीसमेत,4
10277,थपिन,4
10278,परीक्षाको,4
10279,बंगलादेशको,4
10280,मैत्रीपूर्ण,4
10281,ट्रेसिङका,4
10282,छलफलको,4
10283,अर,4
10284,चर्काचर्की,4
10285,मालिका,4
10286,प्रक्रियाका,4
10287,थपे,4
10288,निमोनियाको,4
10289,पशुपतिनाथको,4
10290,सुनसरीका,4
10291,विराटनगरकी,4
10292,गर्याे,4
10293,सैनिकलाई,4
10294,लास्टै,4
10295,जिनिस,4
10296,महा,4
10297,आँधीखोला,4
10298,तनहुँले,4
10299,राजविराज,4
10300,झलझली,4
10301,सोचे,4
10302,दुईमा,4
10303,मागेर,4
10304,कपडाको,4
10305,भारतीयहरू,4
10306,अरूभन्दा,4
10307,वेलामा,4
10308,खतरामुक्त,4
10309,दुलो,4
10310,जनपक्षीय,4
10311,बिमितहरुले,4
10312,शेख,4
10313,चालनमा,4
10314,बाचे,4
10315,बर्मा,4
10316,चन्द्रप्रसाद,4
10317,एसिड,4
10318,भुमरीमा,4
10319,किड्नी,4
10320,जान्छन्,4
10321,तेहि,4
10322,फूलको,4
10323,बर्दघाट,4
10324,म्याग्दीमा,4
10325,भनिरहेको,4
10326,विपन्,4
10327,परिचित,4
10328,स्वभाविक,4
10329,लोभ,4
10330,बढिरहे,4
10331,खल्तीमा,4
10332,स्टेशन,4
10333,नेपालीहरूले,4
10334,मितव्ययिता,4
10335,विरूध्द,4
10336,बताउने,4
10337,प्रत्यक्षरुपमा,4
10338,कन्टेनर,4
10339,पद्धतिमा,4
10340,गाउँले,4
10341,आत्महत्याको,4
10342,जवाफमा,4
10343,जडिबुटीको,4
10344,फोकस,4
10345,सेकेन्डमा,4
10346,शानदार,4
10347,सिरहाको,4
10348,कार्यक्रमहरू,4
10349,मध्येको,4
10350,निरीक्षक,4
10351,समेतलाई,4
10352,संचालनको,4
10353,संतुलित,4
10354,अाफ्नै,4
10355,जिन्दगीको,4
10356,अाशा,4
10357,कोजाग्रत,4
10358,खेलका,4
10359,गाउपालिका,4
10360,साइड,4
10361,इफेक्ट,4
10362,भाछ,4
10363,दैनिकरुपमा,4
10364,बुझिएन,4
10365,आचार्यलाई,4
10366,घटिरहेको,4
10367,गर्दाको,4
10368,सकारले,4
10369,विवाहमा,4
10370,स्ट्यान्डर्ड,4
10371,वयस्क,4
10372,मनस्थिति,4
10373,लडिरहनु,4
10374,देसका,4
10375,ब्यबस्थापनमा,4
10376,मंगल,4
10377,दुख्यो,4
10378,भएकाहरूमा,4
10379,विजयादशमी,4
10380,निम्ताएको,4
10381,चाडवाड,4
10382,समृद्धी,4
10383,दशैकाे,4
10384,जबराले,4
10385,घरपरिवारभित्र,4
10386,नवदुर्गाले,4
10387,थाप्ने,4
10388,तपाइलाइ,4
10389,छाती,4
10390,नागरिकसँग,4
10391,विश्वासका,4
10392,आरोग्य,4
10393,यहाँलाई,4
10394,दाजुभाइहरुमा,4
10395,रहेकामा,4
10396,सावधानीपूर्वक,4
10397,बडादशैं,4
10398,सकियोस,4
10399,एकआपसमा,4
10400,पालिकाको,4
10401,निधो,4
10402,उन्नति,4
10403,व्यथा,4
10404,महानायक,4
10405,मार्क,4
10406,राक्षसी,4
10407,मुख्यमन्त्रीलाई,4
10408,भन्नुभएछ,4
10409,श्रेष्ठका,4
10410,वर्षयता,4
10411,पाठक,4
10412,लक्ष्मण,4
10413,विचारणीय,4
10414,म्याम,4
10415,देशवासी,4
10416,परिवर्तनमा,4
10417,बिधार्थी,4
10418,तारा,4
10419,गर्नुहुनेछ,4
10420,जेठको,4
10421,ढुकुटी,4
10422,एयरलाइन्सलाई,4
10423,मेराे,4
10424,शान्ता,4
10425,ट्रेसिङको,4
10426,बुझ्दै,4
10427,निषेधाज्ञाका,4
10428,कानमा,4
10429,चांडै,4
10430,चन्द्र,4
10431,ट्याबलेट,4
10432,लेख्दै,4
10433,बुझी,4
10434,मसान्तसम्ममा,4
10435,मसला,4
10436,दशैमा,4
10437,शशाङ्क,4
10438,गुना,4
10439,मुलुकहरूको,4
10440,आमन्त्रण,4
10441,सुस्वास्थ्यको,4
10442,सरकारवाट,4
10443,नभ्याउने,4
10444,जनमुक्ति,4
10445,बैंकहरु,4
10446,सर्कार,4
10447,छयसले,4
10448,लिनुको,4
10449,शैलेन्द्र,4
10450,बुटवलस्थित,4
10451,साथीहरूलाई,4
10452,मन्दीले,4
10453,निजीकरण,4
10454,चल,4
10455,रहिरहने,4
10456,ब्यहोरा,4
10457,खाद्यवस्तु,4
10458,सवैमा,4
10459,चुनौतीबारे,4
10460,जोडिएर,4
10461,गोरखामा,4
10462,नौलो,4
10463,मन्त्रीज्यू,4
10464,जब्बर,4
10465,तोकेका,4
10466,नलगाऔं,4
10467,स्वास्थ्यमन्त्रीका,4
10468,भेन्टिलेटरबाट,4
10469,स्वयंले,4
10470,विधिको,4
10471,भन्नुको,4
10472,परिन्छ,4
10473,सचिवालयबाट,4
10474,नितिगत,4
10475,निणय,4
10476,नेकपालाई,4
10477,पसिना,4
10478,प्रवन्ध,4
10479,अनुदानमा,4
10480,अाएको,4
10481,हुनुपर्यो,4
10482,सँकटको,4
10483,बुटी,4
10484,इत्यादी,4
10485,आउनुभएका,4
10486,गऱ्यो,4
10487,डीआरसीएनको,4
10488,लाखसम्म,4
10489,बताएपछि,4
10490,असमर्थ,4
10491,भोकमरीमा,4
10492,हाथ,4
10493,मठ,4
10494,गर्द्छु,4
10495,सदस्यहरूले,4
10496,लगाऊ,4
10497,लोकमा,4
10498,असक्षमता,4
10499,निर्णयानुसार,4
10500,देशहरुको,4
10501,करबाट,4
10502,घटस्थापनाको,4
10503,छोरीले,4
10504,विपद्का,4
10505,सरकाले,4
10506,खानपिनमा,4
10507,तिहाइको,4
10508,चाहीँ,4
10509,गास,4
10510,कपास,4
10511,फार्मेसीमा,4
10512,व्यहोर्नुपर्ने,4
10513,जाँगर,4
10514,ढाड,4
10515,साहित्य,4
10516,यक,4
10517,महीनापछि,4
10518,बिन्दु,4
10519,प्रकृतिमा,4
10520,स्वकीय,4
10521,कन्ट्रयाक्ट,4
10522,सिनियर,4
10523,परेकाे,4
10524,भयले,4
10525,उन्मुक्ति,4
10526,भुकम्पले,4
10527,उठ्छ,4
10528,स्याङ्जाले,4
10529,कोलाहल,4
10530,एउटो,4
10531,हर्ष,4
10532,तयारीले,4
10533,देखेपछि,4
10534,मुलत,4
10535,विरोधका,4
10536,तल्लिन,4
10537,सत्तरी,4
10538,लुकाए,4
10539,फैलिँदा,4
10540,अभिमुखीकरण,4
10541,विज्ञका,4
10542,जीविका,4
10543,संक्रमन,4
